Pattern,Components,Score,PrimeProduct
Tx3 + Q + 6,"trips=T;kickers=Q,6",1899,4148947
High card: AKT85,"ranks=A,K,T,8,5",6275,4152029
Kx3 + A + 2,"trips=K;kickers=A,2",1686,4153546
7x2 + K + J + T,"pair=7;kickers=K,J,T",4930,4170751
Jx2 + 6x2 + A,pair_high=J;pair_low=6;kicker=A,2875,4172201
High card: AKJ94,"ranks=A,K,J,9,4",6242,4179335
High card: AQT76,"ranks=A,Q,T,7,6",6399,4180319
8x3 + K + T,"trips=8;kickers=K,T",2019,4180963
Kx2 + T + 9 + 5,"pair=K;kickers=T,9,5",3685,4187771
Jx2 + Q + T + 5,"pair=J;kickers=Q,T,5",4090,4197431
9x2 + Q + J + 7,"pair=9;kickers=Q,J,7",4528,4219007
6x2 + A + K + T,"pair=6;kickers=A,K,T",5088,4221811
High card: AJ986,"ranks=A,J,9,8,6",6499,4224517
Qx2 + K + 8 + 5,"pair=Q;kickers=K,8,5",3847,4231283
High card: AQJT4,"ranks=A,Q,J,T,4",6355,4238785
Ax2 + Jx2 + 3,pair_high=A;pair_low=J;kicker=3,2499,4241163
Tx2 + K + Q + 5,"pair=T;kickers=K,Q,5",4266,4247341
Ax2 + 9x2 + 5,pair_high=A;pair_low=9;kicker=5,2519,4247887
Qx3 + 7 + 6,"trips=Q;kickers=7,6",1793,4260113
9x2 + K + J + 6,"pair=9;kickers=K,J,6",4493,4260883
Ax3 + Q + 2,"trips=A;kickers=Q,2",1630,4273102
Jx2 + T + 8 + 7,"pair=J;kickers=T,8,7",4129,4274803
9x2 + 8x2 + A,pair_high=9;pair_low=8;kicker=A,3018,4277489
High card: AKQ75,"ranks=A,K,Q,7,5",6216,4279457
Ax2 + K + T + 3,"pair=A;kickers=K,T,3",3351,4291593
Qx2 + 6x2 + K,pair_high=Q;pair_low=6;kicker=K,2777,4302397
Kx3 + 8 + 4,"trips=K;kickers=8,4",1724,4305505
8x2 + K + Q + 7,"pair=8;kickers=K,Q,7",4704,4309279
9x3 + K + 8,"trips=9;kickers=K,8",1954,4314311
Qx3 + J + 4,"trips=Q;kickers=J,4",1769,4319695
High card: QJT96,"ranks=Q,J,T,9,6",7009,4321493
Kx2 + A + 6 + 5,"pair=K;kickers=A,6,5",3591,4321933
Tx2 + K + 8 + 7,"pair=T;kickers=K,8,7",4285,4325633
Kx2 + 8x2 + 6,pair_high=K;pair_low=8;kicker=6,2650,4352051
7x2 + A + K + 8,"pair=7;kickers=A,K,8",4870,4358341
Qx2 + A + K + 3,"pair=Q;kickers=A,K,3",3774,4373511
9x2 + Q + T + 8,"pair=9;kickers=Q,T,8",4534,4375681
High card: AQJ85,"ranks=A,Q,J,8,5",6367,4386221
Tx3 + 9x2,trips=T;pair=9,219,4392287
Kx2 + 7x2 + 9,pair_high=K;pair_low=7;kicker=9,2659,4395859
Tx2 + A + J + 5,"pair=T;kickers=A,J,5",4229,4402867
Jx2 + 7x2 + Q,pair_high=J;pair_low=7;kicker=Q,2866,4405999
Kx3 + J + 3,"trips=K;kickers=J,3",1704,4406811
8x3 + Q + J,"trips=8;kickers=Q,J",2027,4416787
High card: KQJ95,"ranks=K,Q,J,9,5",6689,4423979
9x2 + A + T + 7,"pair=9;kickers=A,T,7",4454,4425499
Ax2 + Q + 8 + 4,"pair=A;kickers=Q,8,4",3408,4429435
Tx2 + 8x2 + J,pair_high=T;pair_low=8;kicker=J,2944,4433549
Ax2 + J + 7 + 5,"pair=A;kickers=J,7,5",3448,4436159
Ax2 + Tx2 + 4,pair_high=A;pair_low=T;kicker=4,2509,4446245
Jx2 + K + 7 + 6,"pair=J;kickers=K,7,6",4071,4449731
7x2 + K + Q + T,"pair=7;kickers=K,Q,T",4922,4458389
6x2 + A + Q + J,"pair=6;kickers=A,Q,J",5096,4459939
8x2 + A + J + 7,"pair=8;kickers=A,J,7",4667,4467073
High card: AKQ94,"ranks=A,K,Q,9,4",6206,4467565
Ax3 + 7 + 4,"trips=A;kickers=7,4",1663,4479865
Qx2 + J + T + 5,"pair=Q;kickers=J,T,5",3870,4486909
Kx2 + T + 7 + 6,"pair=K;kickers=T,7,6",3695,4502641
High card: KJ987,"ranks=K,J,9,8,7",6826,4505527
Qx2 + 9x2 + 7,pair_high=Q;pair_low=9;kicker=7,2748,4509973
Jx3 + K + 4,"trips=J;kickers=K,4",1826,4511965
High card: AQ986,"ranks=A,Q,9,8,6",6415,4515863
Qx2 + A + T + 4,"pair=Q;kickers=A,T,4",3790,4531115
Tx2 + A + 9 + 6,"pair=T;kickers=A,9,6",4235,4533001
Ax2 + Q + J + 3,"pair=A;kickers=Q,J,3",3388,4533657
9x2 + K + Q + 6,"pair=9;kickers=K,Q,6",4485,4554737
Jx3 + 8 + 6,"trips=J;kickers=8,6",1854,4560743
Kx2 + J + T + 4,"pair=K;kickers=J,T,4",3651,4565615
Ax2 + 9 + 7 + 6,"pair=A;kickers=9,7,6",3496,4567277
High card: QJT87,"ranks=Q,J,T,8,7",7014,4569617
9x3 + J + T,"trips=9;kickers=J,T",1970,4574953
Jx2 + A + 9 + 5,"pair=J;kickers=A,9,5",4016,4585973
Tx3 + J + 7,"trips=T;kickers=J,7",1906,4586959
Ax2 + T + 8 + 5,"pair=A;kickers=T,8,5",3471,4600897
Ax2 + Kx2 + 2,pair_high=A;pair_low=K;kicker=2,2478,4602578
Kx3 + 7 + 5,"trips=K;kickers=7,5",1728,4609423
High card: KJT86,"ranks=K,J,T,8,6",6806,4614973
4Q + 4,quad=Q;kicker=4,44,4617605
Jx2 + 8x2 + 9,pair_high=J;pair_low=8;kicker=9,2857,4617931
Qx2 + T + 9 + 6,"pair=Q;kickers=T,9,6",3904,4619527
7x2 + A + J + T,"pair=7;kickers=A,J,T",4885,4621643
Ax2 + J + 9 + 4,"pair=A;kickers=J,9,4",3438,4631155
8x3 + A + T,"trips=8;kickers=A,T",2009,4632959
High card: AKT95,"ranks=A,K,T,9,5",6269,4640503
8x2 + K + T + 9,"pair=8;kickers=K,T,9",4718,4672841
Ax2 + 6x2 + T,pair_high=A;pair_low=6;kicker=T,2548,4678223
Qx2 + A + 8 + 5,"pair=Q;kickers=A,8,5",3802,4688719
Tx2 + A + Q + 5,"pair=T;kickers=A,Q,5",4221,4706513
Qx2 + 7x2 + J,pair_high=Q;pair_low=7;kicker=J,2767,4709861
Kx3 + Q + 3,"trips=K;kickers=Q,3",1695,4710729
8x3 + Qx2,trips=8;pair=Q,241,4721393
9x2 + A + J + 6,"pair=9;kickers=A,J,6",4448,4721519
Kx2 + J + 8 + 5,"pair=K;kickers=J,8,5",3663,4724419
Qx2 + K + 9 + 5,"pair=Q;kickers=K,9,5",3841,4729081
Tx2 + 8x2 + Q,pair_high=T;pair_low=8;kicker=Q,2943,4739311
Ax2 + Q + 7 + 5,"pair=A;kickers=Q,7,5",3412,4742101
Ax3 + T + 3,"trips=A;kickers=T,3",1646,4755549
High card: KQJ76,"ranks=K,Q,J,7,6",6699,4756609
4T + 8,quad=T;kicker=8,64,4757297
Qx2 + 6x2 + A,pair_high=Q;pair_low=6;kicker=A,2776,4767521
Kx2 + A + 8 + 4,"pair=K;kickers=A,8,4",3583,4770965
8x2 + A + Q + 7,"pair=8;kickers=A,Q,7",4659,4775147
Jx2 + T + 9 + 7,"pair=J;kickers=T,9,7",4123,4777721
9x3 + A + 8,"trips=9;kickers=A,8",1944,4780723
Ax2 + K + 6 + 5,"pair=A;kickers=K,6,5",3371,4789169
Tx2 + A + 8 + 7,"pair=T;kickers=A,8,7",4240,4793269
Qx3 + T + 5,"trips=Q;kickers=T,5",1776,4796351
Kx2 + 6x2 + J,pair_high=K;pair_low=6;kicker=J,2668,4803821
Kx3 + 9 + 4,"trips=K;kickers=9,4",1718,4812035
High card: KQ987,"ranks=K,Q,9,8,7",6742,4816253
49 + K,quad=9;kicker=K,72,4821877
8x2 + A + K + 6,"pair=8;kickers=A,K,6",4651,4822543
Jx2 + K + Q + 4,"pair=J;kickers=K,Q,4",4047,4823135
Ax2 + 7x2 + 8,pair_high=A;pair_low=7;kicker=8,2539,4829513
Tx2 + K + 9 + 7,"pair=T;kickers=K,9,7",4279,4834531
Ax2 + Qx2 + 3,pair_high=A;pair_low=Q;kicker=3,2488,4846323
Kx2 + 9 + 8 + 6,"pair=K;kickers=9,8,6",3711,4864057
7x2 + A + K + 9,"pair=7;kickers=A,K,9",4869,4871087
Jx2 + Q + 8 + 6,"pair=J;kickers=Q,8,6",4102,4875277
Kx2 + Q + T + 4,"pair=K;kickers=Q,T,4",3615,4880485
Kx2 + A + J + 3,"pair=K;kickers=A,J,3",3563,4883223
Qx2 + T + 8 + 7,"pair=Q;kickers=T,8,7",3909,4884763
9x3 + Q + T,"trips=9;kickers=Q,T",1962,4890467
Jx2 + Tx2 + 6,pair_high=J;pair_low=T;kicker=6,2837,4893779
High card: AQJ95,"ranks=A,Q,J,9,5",6361,4902247
Tx3 + Q + 7,"trips=T;kickers=Q,7",1898,4903301
Jx2 + A + 7 + 6,"pair=J;kickers=A,7,6",4026,4930783
High card: KQT86,"ranks=K,Q,T,8,6",6722,4933247
8x2 + Q + J + 9,"pair=8;kickers=Q,J,9",4747,4936409
7x2 + A + Q + T,"pair=7;kickers=A,Q,T",4877,4940377
Ax2 + Q + 9 + 4,"pair=A;kickers=Q,9,4",3402,4950545
4J + 5,quad=J;kicker=5,55,4950967
Tx3 + K + 6,"trips=T;kickers=K,6",1890,4951969
Tx2 + J + 9 + 8,"pair=T;kickers=J,9,8",4342,4955143
High card: AKT76,"ranks=A,K,T,7,6",6279,4989413
High card: AJ987,"ranks=A,J,9,8,7",6498,4992611
Jx3 + A + 4,"trips=J;kickers=A,4",1816,4999745
Jx2 + K + T + 5,"pair=J;kickers=K,T,5",4054,5009837
Qx3 + 7x2,trips=Q;pair=7,197,5034679
9x2 + K + J + 7,"pair=9;kickers=K,J,7",4492,5035589
9x2 + A + Q + 6,"pair=9;kickers=A,Q,6",4440,5047141
Kx2 + Q + 8 + 5,"pair=K;kickers=Q,8,5",3627,5050241
High card: AKJT4,"ranks=A,K,J,T,4",6235,5059195
Kx2 + Tx2 + 5,pair_high=K;pair_low=T;kicker=5,2629,5069407
Qx2 + K + 7 + 6,"pair=Q;kickers=K,7,6",3851,5084651
Jx3 + 9 + 6,"trips=J;kickers=9,6",1848,5097301
Ax3 + K + 2,"trips=A;kickers=K,2",1620,5100154
High card: QJT97,"ranks=Q,J,T,9,7",7008,5107219
Kx2 + A + 7 + 5,"pair=K;kickers=A,7,5",3587,5107739
High card: AJT86,"ranks=A,J,T,8,6",6478,5113889
Kx2 + 6x2 + Q,pair_high=K;pair_low=6;kicker=Q,2667,5135119
Ax2 + T + 9 + 5,"pair=A;kickers=T,9,5",3465,5142179
Kx2 + 8x2 + 7,pair_high=K;pair_low=8;kicker=7,2649,5143333
Qx2 + K + J + 4,"pair=Q;kickers=K,J,4",3827,5155765
High card: KJT96,"ranks=K,J,T,9,6",6800,5157911
Jx2 + 9x2 + 8,pair_high=J;pair_low=9;kicker=8,2846,5161217
8x2 + A + T + 9,"pair=8;kickers=A,T,9",4673,5178013
Qx2 + J + 8 + 6,"pair=Q;kickers=J,8,6",3882,5211503
Kx2 + A + Q + 3,"pair=K;kickers=A,Q,3",3554,5219997
9x2 + K + T + 8,"pair=9;kickers=K,T,8",4498,5222587
Tx2 + Q + J + 6,"pair=T;kickers=Q,J,6",4309,5231281
High card: AKJ85,"ranks=A,K,J,8,5",6247,5235167
Qx2 + A + 9 + 5,"pair=Q;kickers=A,9,5",3796,5240333
Jx2 + 7x2 + K,pair_high=J;pair_low=7;kicker=K,2865,5258773
High card: AQJ76,"ranks=A,Q,J,7,6",6371,5270837
8x3 + K + J,"trips=8;kickers=K,J",2018,5271649
Qx2 + 8x2 + 9,pair_high=Q;pair_low=8;kicker=9,2758,5276851
Kx2 + J + 9 + 5,"pair=K;kickers=J,9,5",3657,5280233
Ax2 + K + 8 + 4,"pair=A;kickers=K,8,4",3363,5286745
Jx3 + Q + 5,"trips=J;kickers=Q,5",1834,5292413
Tx2 + Q + 9 + 8,"pair=T;kickers=Q,9,8",4314,5296877
Ax3 + 6 + 5,"trips=A;kickers=6,5",1666,5306917
4T + 9,quad=T;kicker=9,63,5316979
Kx2 + 7x2 + T,pair_high=K;pair_low=7;kicker=T,2658,5321303
6x2 + A + K + J,"pair=6;kickers=A,K,J",5087,5323153
Kx2 + A + 9 + 4,"pair=K;kickers=A,9,4",3577,5332255
High card: AQ987,"ranks=A,Q,9,8,7",6414,5336929
49 + A,quad=9;kicker=A,71,5343161
Ax2 + 8x2 + 6,pair_high=A;pair_low=8;kicker=6,2529,5343899
Jx2 + A + Q + 4,"pair=J;kickers=A,Q,4",4002,5344555
High card: KQJT5,"ranks=K,Q,J,T,5",6682,5355343
Tx2 + A + 9 + 7,"pair=T;kickers=A,9,7",4234,5357183
9x2 + K + Q + 7,"pair=9;kickers=K,Q,7",4484,5382871
High card: AK986,"ranks=A,K,9,8,6",6295,5389901
Jx3 + 8 + 7,"trips=J;kickers=8,7",1853,5389969
Ax2 + 7x2 + 9,pair_high=A;pair_low=7;kicker=9,2538,5397691
High card: AKQT4,"ranks=A,K,Q,T,4",6199,5408105
Ax2 + K + J + 3,"pair=A;kickers=K,J,3",3343,5411139
Kx2 + 9x2 + 6,pair_high=K;pair_low=9;kicker=6,2639,5436299
Jx2 + Q + 9 + 6,"pair=J;kickers=Q,9,6",4096,5448839
High card: KJT87,"ranks=K,J,T,8,7",6805,5454059
Qx2 + T + 9 + 7,"pair=Q;kickers=T,9,7",3903,5459441
High card: AQT86,"ranks=A,Q,T,8,6",6394,5466571
Tx3 + A + 6,"trips=T;kickers=A,6",1880,5487317
Qx3 + K + 4,"trips=Q;kickers=K,4",1760,5511335
High card: KQT96,"ranks=K,Q,T,9,6",6716,5513629
9x2 + Q + J + 8,"pair=9;kickers=Q,J,8",4527,5517163
Ax2 + T + 7 + 6,"pair=A;kickers=T,7,6",3475,5528809
Tx2 + 9x2 + J,pair_high=T;pair_low=9;kicker=J,2933,5538101
Jx2 + A + T + 5,"pair=J;kickers=A,T,5",4009,5551441
Qx3 + 8 + 6,"trips=Q;kickers=8,6",1788,5570917
9x2 + A + J + 7,"pair=9;kickers=A,J,7",4447,5579977
Jx2 + 8x2 + T,pair_high=J;pair_low=8;kicker=T,2856,5590127
Qx2 + Tx2 + 6,pair_high=Q;pair_low=T;kicker=6,2738,5592059
High card: AKQ85,"ranks=A,K,Q,8,5",6211,5596213
Ax2 + J + T + 4,"pair=A;kickers=J,T,4",3431,5606135
Tx2 + A + K + 5,"pair=T;kickers=A,K,5",4212,5617451
7x2 + K + Q + J,"pair=7;kickers=K,Q,J",4921,5621447
4K + 3,quad=K;kicker=3,33,5622483
Qx2 + A + 7 + 6,"pair=Q;kickers=A,7,6",3806,5634343
8x3 + K + Q,"trips=8;kickers=K,Q",2017,5635211
Kx2 + Q + 9 + 5,"pair=K;kickers=Q,9,5",3621,5644387
4A + 2,quad=A;kicker=2,22,5651522
Tx2 + 8x2 + K,pair_high=T;pair_low=8;kicker=K,2942,5656597
Qx2 + Jx2 + 5,pair_high=Q;pair_low=J;kicker=5,2728,5657407
Ax2 + K + 7 + 5,"pair=A;kickers=K,7,5",3367,5659927
Kx2 + J + 7 + 6,"pair=K;kickers=J,7,6",3667,5677243
6x2 + A + K + Q,"pair=6;kickers=A,K,Q",5086,5690267
8x2 + A + K + 7,"pair=8;kickers=A,K,7",4650,5699369
Qx2 + A + J + 4,"pair=Q;kickers=A,J,4",3782,5713145
High card: AJT96,"ranks=A,J,T,9,6",6472,5715523
Qx2 + K + T + 5,"pair=Q;kickers=K,T,5",3834,5724677
Kx2 + 9 + 8 + 7,"pair=K;kickers=9,8,7",3710,5748431
Kx2 + Jx2 + 4,pair_high=K;pair_low=J;kicker=4,2619,5756645
Jx2 + Q + 8 + 7,"pair=J;kickers=Q,8,7",4101,5761691
9x3 + Jx2,trips=9;pair=J,230,5768419
Jx2 + Tx2 + 7,pair_high=J;pair_low=T;kicker=7,2836,5783557
Ax2 + K + Q + 3,"pair=A;kickers=K,Q,3",3334,5784321
9x2 + A + T + 8,"pair=9;kickers=A,T,8",4453,5787191
Ax2 + J + 8 + 5,"pair=A;kickers=J,8,5",3443,5801131
Jx2 + K + 8 + 6,"pair=J;kickers=K,8,6",4066,5818879
Qx2 + J + 9 + 6,"pair=Q;kickers=J,9,6",3876,5824621
Kx3 + T + 4,"trips=K;kickers=T,4",1711,5825095
Jx2 + 7x2 + A,pair_high=J;pair_low=7;kicker=A,2864,5827289
High card: KQT87,"ranks=K,Q,T,8,7",6721,5830201
9x3 + K + T,"trips=9;kickers=K,T",1953,5837009
8x3 + A + J,"trips=8;kickers=A,J",2008,5841557
High card: AKJ95,"ranks=A,K,J,9,5",6241,5851069
Tx3 + K + 7,"trips=T;kickers=K,7",1889,5852327
Ax3 + 8 + 4,"trips=A;kickers=8,4",1658,5858285
Kx2 + T + 8 + 6,"pair=K;kickers=T,8,6",3690,5888069
8x2 + K + J + 9,"pair=8;kickers=K,J,9",4711,5891843
7x2 + A + K + T,"pair=7;kickers=A,K,T",4868,5896579
Qx2 + 9x2 + 8,pair_high=Q;pair_low=9;kicker=8,2747,5897657
Ax2 + 6x2 + J,pair_high=A;pair_low=6;kicker=J,2547,5898629
Ax2 + K + 9 + 4,"pair=A;kickers=K,9,4",3357,5908715
Tx2 + 9x2 + Q,pair_high=T;pair_low=9;kicker=Q,2932,5920039
High card: AQJT5,"ranks=A,Q,J,T,5",6354,5934299
9x2 + A + Q + 7,"pair=9;kickers=A,Q,7",4439,5964803
Ax2 + 9 + 8 + 6,"pair=A;kickers=9,8,6",3491,5972593
8x2 + Q + J + T,"pair=8;kickers=Q,J,T",4746,5975653
Ax2 + Q + T + 4,"pair=A;kickers=Q,T,4",3395,5992765
Ax3 + J + 3,"trips=A;kickers=J,3",1638,5996127
Tx3 + J + 8,"trips=T;kickers=J,8",1905,5998331
Qx2 + 7x2 + K,pair_high=Q;pair_low=7;kicker=K,2766,6009133
9x2 + A + K + 6,"pair=9;kickers=A,K,6",4431,6024007
Jx3 + 9 + 7,"trips=J;kickers=9,7",1847,6024083
Kx3 + 8 + 5,"trips=K;kickers=8,5",1723,6027707
High card: AJT87,"ranks=A,J,T,8,7",6477,6043687
Qx3 + J + 5,"trips=Q;kickers=J,5",1768,6047573
Kx2 + Q + 7 + 6,"pair=K;kickers=Q,7,6",3631,6068777
High card: KJT97,"ranks=K,J,T,9,7",6799,6095713
Qx3 + A + 4,"trips=Q;kickers=A,4",1750,6107155
High card: AQT96,"ranks=A,Q,T,9,6",6388,6109697
Kx3 + 6x2,trips=K;pair=6,186,6129013
Kx2 + Q + J + 4,"pair=K;kickers=Q,J,4",3607,6153655
Qx2 + J + 8 + 7,"pair=Q;kickers=J,8,7",3881,6159049
9x3 + Q + J,"trips=9;kickers=Q,J",1961,6166241
Jx3 + T + 6,"trips=J;kickers=T,6",1841,6170417
Tx2 + Q + J + 7,"pair=T;kickers=Q,J,7",4308,6182423
Ax2 + Q + 8 + 5,"pair=A;kickers=Q,8,5",3407,6201209
High card: KQJ86,"ranks=K,Q,J,8,6",6694,6220181
Ax2 + Tx2 + 5,pair_high=A;pair_low=T;kicker=5,2508,6224743
Qx3 + 9 + 6,"trips=Q;kickers=9,6",1782,6226319
7x2 + A + Q + J,"pair=7;kickers=A,Q,J",4876,6229171
Kx3 + A + 3,"trips=K;kickers=A,3",1685,6230319
Tx2 + K + J + 6,"pair=T;kickers=K,J,6",4273,6243787
8x3 + A + Q,"trips=8;kickers=A,Q",2007,6244423
Jx2 + T + 9 + 8,"pair=J;kickers=T,9,8",4122,6247789
High card: AKQ95,"ranks=A,K,Q,9,5",6205,6254591
Tx2 + 8x2 + A,pair_high=T;pair_low=8;kicker=A,2941,6268121
Ax3 + 7 + 5,"trips=A;kickers=7,5",1662,6271811
High card: AKJ76,"ranks=A,K,J,7,6",6251,6290999
8x2 + K + Q + 9,"pair=8;kickers=K,Q,9",4703,6298177
Ax2 + 6x2 + Q,pair_high=A;pair_low=6;kicker=Q,2546,6305431
Ax2 + 8x2 + 7,pair_high=A;pair_low=8;kicker=7,2528,6315517
Jx3 + K + 5,"trips=J;kickers=K,5",1825,6316751
Tx2 + K + 9 + 8,"pair=T;kickers=K,9,8",4278,6322079
Qx2 + A + T + 5,"pair=Q;kickers=A,T,5",3789,6343561
High card: AK987,"ranks=A,K,9,8,7",6294,6369883
Jx2 + A + K + 4,"pair=J;kickers=A,K,4",3993,6378985
Qx2 + 8x2 + T,pair_high=Q;pair_low=8;kicker=T,2757,6387767
Kx2 + J + T + 5,"pair=K;kickers=J,T,5",3650,6391861
Ax3 + Q + 3,"trips=A;kickers=Q,3",1629,6409653
Tx3 + Q + 8,"trips=T;kickers=Q,8",1897,6412009
Kx2 + 9x2 + 7,pair_high=K;pair_low=9;kicker=7,2638,6424717
Jx2 + Q + 9 + 7,"pair=J;kickers=Q,9,7",4095,6439537
Jx2 + A + 8 + 6,"pair=J;kickers=A,8,6",4021,6447947
Kx2 + A + T + 4,"pair=K;kickers=A,T,4",3570,6454835
High card: AQT87,"ranks=A,Q,T,8,7",6393,6460493
4Q + 5,quad=Q;kicker=5,43,6464647
9x3 + A + T,"trips=9;kickers=A,T",1943,6468037
Ax2 + J + 9 + 5,"pair=A;kickers=J,9,5",3437,6483617
Tx3 + A + 7,"trips=T;kickers=A,7",1879,6485011
Jx2 + K + 9 + 6,"pair=J;kickers=K,9,6",4060,6503453
High card: KQT97,"ranks=K,Q,T,9,7",6715,6516107
High card: AKT86,"ranks=A,K,T,8,6",6274,6524617
8x2 + A + J + 9,"pair=8;kickers=A,J,9",4666,6528799
Ax2 + 7x2 + T,pair_high=A;pair_low=7;kicker=T,2537,6534047
Ax3 + 9 + 4,"trips=A;kickers=9,4",1652,6547495
Kx2 + Qx2 + 4,pair_high=K;pair_low=Q;kicker=4,2608,6578045
Kx2 + T + 9 + 6,"pair=K;kickers=T,9,6",3684,6580783
Qx3 + 8 + 7,"trips=Q;kickers=8,7",1787,6583811
9x2 + K + J + 8,"pair=9;kickers=K,J,8",4491,6585001
9x3 + Qx2,trips=9;pair=Q,229,6591499
Jx2 + Q + T + 6,"pair=J;kickers=Q,T,6",4089,6595963
Qx2 + Tx2 + 7,pair_high=Q;pair_low=T;kicker=7,2737,6608797
Qx2 + K + 8 + 6,"pair=Q;kickers=K,8,6",3846,6649159
Qx2 + 7x2 + A,pair_high=Q;pair_low=7;kicker=A,2765,6658769
Tx2 + K + Q + 6,"pair=T;kickers=K,Q,6",4265,6674393
Ax2 + 9x2 + 6,pair_high=A;pair_low=9;kicker=6,2518,6675251
Straight to Q,"ranks=8,9,T,J,Q",1602,6678671
Kx2 + A + 8 + 5,"pair=K;kickers=A,8,5",3582,6679351
Tx3 + J + 9,"trips=T;kickers=J,9",1904,6704017
Kx2 + 7x2 + J,pair_high=K;pair_low=7;kicker=J,2657,6709469
High card: AKQ76,"ranks=A,K,Q,7,6",6215,6724861
8x3 + Kx2,trips=8;pair=K,240,6725897
Kx3 + 9 + 5,"trips=K;kickers=9,5",1717,6736849
Jx2 + K + Q + 5,"pair=J;kickers=K,Q,5",4046,6752389
High card: AJT97,"ranks=A,J,T,9,7",6471,6754709
Kx2 + 6x2 + A,pair_high=K;pair_low=6;kicker=A,2666,6791609
High card: AKQJ4,"ranks=A,K,Q,J,4",6191,6818915
Kx2 + Q + T + 5,"pair=K;kickers=Q,T,5",3614,6832679
Jx2 + K + 8 + 7,"pair=J;kickers=K,8,7",4065,6876857
Qx2 + J + 9 + 7,"pair=Q;kickers=J,9,7",3875,6883643
High card: AQJ86,"ranks=A,Q,J,8,6",6366,6892633
Ax2 + Kx2 + 3,pair_high=A;pair_low=K;kicker=3,2477,6903867
Tx2 + A + J + 6,"pair=T;kickers=A,J,6",4228,6918791
Ax2 + Q + 9 + 5,"pair=A;kickers=Q,9,5",3401,6930763
High card: KQJ96,"ranks=K,Q,J,9,6",6688,6951967
Kx2 + T + 8 + 7,"pair=K;kickers=T,8,7",3689,6958627
Ax2 + J + 7 + 6,"pair=A;kickers=J,7,6",3447,6971107
8x2 + A + Q + 9,"pair=8;kickers=A,Q,9",4658,6979061
Jx2 + 9x2 + T,pair_high=J;pair_low=9;kicker=T,2845,6982823
Jx3 + A + 5,"trips=J;kickers=A,5",1815,6999643
Tx2 + A + 9 + 8,"pair=T;kickers=A,9,8",4233,7005547
9x2 + K + Q + 8,"pair=9;kickers=K,Q,8",4483,7039139
Jx3 + 8x2,trips=J;pair=8,208,7048421
Qx2 + J + T + 6,"pair=Q;kickers=J,T,6",3869,7050857
Ax2 + 9 + 8 + 7,"pair=A;kickers=9,8,7",3490,7058519
Tx2 + 9x2 + K,pair_high=T;pair_low=9;kicker=K,2931,7065853
Ax2 + Jx2 + 4,pair_high=A;pair_low=J;kicker=4,2498,7068605
High card: AKJT5,"ranks=A,K,J,T,5",6234,7082873
9x2 + A + K + 7,"pair=9;kickers=A,K,7",4430,7119281
8x2 + K + J + T,"pair=8;kickers=K,J,T",4710,7132231
Qx2 + T + 9 + 8,"pair=Q;kickers=T,9,8",3902,7139269
Ax2 + K + T + 4,"pair=A;kickers=K,T,4",3350,7152655
Tx3 + Q + 9,"trips=T;kickers=Q,9",1896,7166363
Kx2 + 7x2 + Q,pair_high=K;pair_low=7;kicker=Q,2656,7172191
Jx2 + A + 9 + 6,"pair=J;kickers=A,9,6",4015,7206529
Qx2 + K + J + 5,"pair=Q;kickers=K,J,5",3826,7218071
High card: AQT97,"ranks=A,Q,T,9,7",6387,7220551
Ax2 + T + 8 + 6,"pair=A;kickers=T,8,6",3470,7229981
Kx3 + 7 + 6,"trips=K;kickers=7,6",1727,7243379
Qx2 + A + K + 4,"pair=Q;kickers=A,K,4",3773,7289185
High card: AKT96,"ranks=A,K,T,9,6",6268,7292219
Jx3 + T + 7,"trips=J;kickers=T,7",1840,7292311
9x2 + A + J + 8,"pair=9;kickers=A,J,8",4446,7296893
Kx3 + J + 4,"trips=K;kickers=J,4",1703,7344685
High card: KQJ87,"ranks=K,Q,J,8,7",6693,7351123
Qx3 + 9 + 7,"trips=Q;kickers=9,7",1781,7358377
9x3 + K + J,"trips=9;kickers=K,J",1952,7359707
Qx2 + A + 8 + 6,"pair=Q;kickers=A,8,6",3801,7367987
Tx2 + K + J + 7,"pair=T;kickers=K,J,7",4272,7379021
Tx2 + A + Q + 6,"pair=T;kickers=A,Q,6",4220,7395949
Ax2 + K + 8 + 5,"pair=A;kickers=K,8,5",3362,7401443
Kx2 + J + 8 + 6,"pair=K;kickers=J,8,6",3662,7424087
Qx2 + K + 9 + 6,"pair=Q;kickers=K,9,6",3840,7431413
7x2 + A + K + J,"pair=7;kickers=A,K,J",4867,7434817
Ax2 + Q + 7 + 6,"pair=A;kickers=Q,7,6",3411,7451873
8x3 + A + K,"trips=8;kickers=A,K",2006,7453021
9x2 + Q + J + T,"pair=9;kickers=Q,J,T",4526,7464397
Kx2 + A + 9 + 5,"pair=K;kickers=A,9,5",3576,7465157
Jx2 + A + Q + 5,"pair=J;kickers=A,Q,5",4001,7482377
Kx2 + 8x2 + 9,pair_high=K;pair_low=8;kicker=9,2648,7517179
Ax2 + 6x2 + K,pair_high=A;pair_low=6;kicker=K,2545,7525837
Jx2 + 8x2 + Q,pair_high=J;pair_low=8;kicker=Q,2855,7534519
Qx3 + T + 6,"trips=Q;kickers=T,6",1775,7537123
Ax2 + Q + J + 4,"pair=A;kickers=Q,J,4",3387,7556095
Jx2 + Tx2 + 8,pair_high=J;pair_low=T;kicker=8,2835,7563113
